,Method,Mark,Dataset,binsize,feature_selection,kmeans_ami,kmeans_ari,ward_ami,ward_ari,silhouette,cosine_ami,cosine_ari
527,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_20_70,0.3508359979733942,0.1617374910349288,0.3386093830110783,0.1533071896164725,-0.0176358255169109,,
528,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_20_70,0.2322963438964495,0.0944346237894845,0.2256486789422732,0.0821436061714452,-0.0732795125151895,,
529,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_20_70,0.3211081186997836,0.1471180993874143,0.3246185325816468,0.1564933745585258,-0.0298950844663714,,
530,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_20_70,0.2373287447950163,0.1026757136987451,0.2237328636949223,0.0940021452324004,-0.0604173701060783,,
531,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_20_70,0.3943990402715586,0.2157976894476595,0.3799471273202265,0.1858481206753762,-0.0077883905812279,,
532,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_20_70,0.2314248530730917,0.08564254228008,0.2200244743422801,0.081353557040485,-0.0550321891339283,,
533,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_20_70,0.367159233223117,0.169927884113734,0.3524368818333916,0.1462797331711912,-0.0190152363163329,,
534,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_20_70,0.2365482448859423,0.0965031821017715,0.2070667732567858,0.0791883955966159,-0.0463322788682306,,
535,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_20_70,0.3681711007863524,0.1759371407804821,0.3623458110024679,0.1524929577664386,-0.0191184827806917,,
536,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_20_70,0.2053853128408304,0.0943615565528338,0.1876725942290281,0.0711641060440394,-0.0710480769787045,,
537,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_20_70,0.360853572594569,0.1735454250471739,0.3610618320919123,0.1813247323344049,-0.018379556682261,,
538,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_5,0.1255719589945772,0.0261635671585249,0.1044378867693246,0.0185277641922135,-0.2389371761811154,,
539,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_5,0.3118840118844477,0.1435259894598192,0.3001107944391582,0.1224673377650237,-0.0410412105360715,,
540,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_5,0.101708460187147,0.0273146116639367,0.0906293778046701,0.0207841061422021,-0.245394357489863,,
541,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_5,0.2678687889326452,0.1170968282906879,0.2524198664354874,0.1121360648196581,-0.0367576848860962,,
542,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_5,0.0594080629341834,0.0180091034881341,0.0567834893001725,0.0164929980337833,-0.3654219260001204,,
543,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_5,0.3726319445560855,0.1716414464307115,0.3686123018188159,0.1709439150758801,-0.0382641555714827,,
544,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_5,0.1268702299051821,0.0311948446759862,0.1367310341828014,0.0479978233913263,-0.2616015293304255,,
545,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_5,0.3808135403972827,0.1791065225032007,0.3783779565072844,0.2092410274951611,-0.0276610327807752,,
546,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_5,0.0781682307768822,0.0236988208727792,0.0755623473768008,0.025370101268774,-0.3340250422257452,,
547,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_5,0.3781346902699043,0.1929781686024151,0.3752201137559171,0.1872660733757691,-0.0207176442787279,,
548,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_5,0.1363753874305129,0.0357072011247956,0.1453842874183474,0.043895104117043,-0.2613873976478731,,
549,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_5,0.37529445493436,0.1825000994925541,0.3720364711238719,0.2018993906529609,-0.0294544915588985,,
550,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_5,0.1465613845403186,0.0413882181641572,0.141830345352834,0.0519593558979618,-0.2566730927354271,,
551,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_5,0.3562885384613857,0.1751521849640079,0.3543451754777741,0.1826088664534409,-0.0363921886422182,,
552,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_5,0.1183161618428707,0.0253071483847144,0.1343925789726691,0.0465832019428683,-0.2601722082921807,,
553,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_5,0.3504408714225956,0.1705114464674217,0.3385662676469368,0.1630048828625611,-0.029974620160156,,
554,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_5,0.083113133045473,0.0244164454876897,0.069333503763396,0.0163818834342804,-0.3161555638568047,,
555,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_5,0.357466908086013,0.1813482754233276,0.3507278773981792,0.1702378226466849,-0.0367760613466684,,
556,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_0_50,0.2026915534596926,0.0628749438526325,0.2056265088839842,0.0628090030411437,-0.0783083978708588,,
557,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_0_50,0.3312962688203548,0.1455567519708801,0.3132239603591418,0.1370635523071156,-0.0265168451379132,,
558,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_0_50,0.1908248622681772,0.0637907631772735,0.1869644247103569,0.0646062692193396,-0.0634723689797151,,
559,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_0_50,0.2694142131709198,0.1213951907909602,0.2598560159421181,0.1061029387020774,-0.0530770765618316,,
560,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_0_50,0.1723622161006588,0.0603121167078151,0.1640789929385122,0.0508338445393694,-0.1510300666376676,,
561,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_0_50,0.2867079707657582,0.1228913568855866,0.2852285051914045,0.1172136930528888,-0.0568520119603783,,
562,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_0_50,0.1619164411958993,0.0609915888676641,0.1542327364231857,0.0506248666598062,-0.1073675387293697,,
563,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_0_50,0.3412089570258481,0.164166471249527,0.3390543343357852,0.1595034041446199,-0.029884109504076,,
564,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_0_50,0.1931609511260186,0.0594596395103543,0.1901660726864975,0.0712041543991094,-0.1209281110607579,,
565,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_0_50,0.294562488187196,0.1321685288761006,0.2918852137790944,0.139507911514582,-0.047190912143469,,
566,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_0_50,0.2392993438527723,0.0845118778106895,0.2119758036817658,0.0775418684718242,-0.0811542436444546,,
567,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_0_50,0.3495124634403989,0.1606808712159204,0.3525862216499136,0.1540019217964848,-0.0317780215247037,,
568,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_0_50,0.2366744175405774,0.0837032012883148,0.2410655894431897,0.0958845855354739,-0.0647678639132637,,
569,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_0_50,0.3348449165544727,0.1692455381713249,0.3267183933411733,0.1531787186640192,-0.0275328194297166,,
570,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_0_50,0.2111391070088625,0.0724762748691079,0.2042074838671405,0.0783009310925866,-0.0609842628395203,,
571,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_0_50,0.3421219379122902,0.1577108906793027,0.3347208727619193,0.1339643027479837,-0.0293579422971795,,
572,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_0_50,0.1765686072186121,0.0648713058254462,0.1707500242425048,0.0524301818355792,-0.1230036824950659,,
573,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_0_50,0.289014914715994,0.1285858401907521,0.2916209409568795,0.1390298667725049,-0.0339272427697827,,
574,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_50_100,0.1158249772160154,0.0418031264912292,0.1284588356706474,0.0422294508696237,-0.2216236368082062,,
575,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_50_100,0.3511767457615262,0.1812598754492415,0.348720163055857,0.1922912433040635,-0.0227320359898647,,
576,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_50_100,0.1244759464202821,0.0447738163612886,0.1189356461024048,0.0443629445036212,-0.2327817525667815,,
577,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_50_100,0.284305545045007,0.1309157620469886,0.2637248181874215,0.1160040383451828,-0.0384528364540654,,
578,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_50_100,0.0228609122008307,0.0034185181238404,0.0292976218076984,0.0104747538930179,-0.375062610089402,,
579,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_50_100,0.3361604724390292,0.1489986292953466,0.3262777108254845,0.1411071112699105,-0.0381293517645709,,
580,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_50_100,0.097232063318514,0.0354028087297117,0.0637537553362101,0.0153739664075597,-0.284011070804184,,
581,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_50_100,0.4135236422590349,0.2432725402294887,0.4149783447217011,0.2573159684151056,0.0046099982010975,,
